SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION
2017,34,T049,17,0,17,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2017,35,T049,8,1,7,125.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2017,36,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2017,37,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2017,38,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2017,39,T049,22,0,22,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,23,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,24,T049,3,0,3,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,26,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,30,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,31,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,32,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,33,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,34,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2018,37,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,23,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,24,T049,29,0,29,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,25,T049,3,0,3,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,26,T049,5,0,5,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,27,T049,10,0,10,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,28,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,29,T049,3,0,3,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,30,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,31,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,32,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,33,T049,16,0,16,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,34,T049,19,0,19,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,35,T049,21,0,21,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,36,T049,6,0,6,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,37,T049,48,0,48,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,38,T049,14,0,14,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2019,39,T049,12,0,12,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,24,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,27,T049,3,0,3,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,28,T049,4,0,4,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,29,T049,4,0,4,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,30,T049,7,0,7,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,31,T049,10,0,10,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,32,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,33,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,34,T049,6,0,6,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,35,T049,17,0,17,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2020,36,T049,6,0,6,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,23,T049,5,0,5,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,24,T049,5,0,5,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,25,T049,4,0,4,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,27,T049,11,0,11,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,28,T049,18,0,18,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,29,T049,12,0,12,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,30,T049,6,0,6,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,31,T049,8,0,8,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,32,T049,9,0,9,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,33,T049,6,0,6,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,34,T049,3,0,3,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,35,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,37,T049,25,0,25,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,38,T049,8,0,8,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2021,39,T049,9,0,9,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,23,T049,4,0,4,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,24,T049,9,0,9,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,25,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,26,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,28,T049,6,0,6,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,29,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,30,T049,10,0,10,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,31,T049,45,0,45,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,32,T049,2,0,2,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,33,T049,4,0,4,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,34,T049,6,0,6,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,35,T049,7,0,7,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,37,T049,8,0,8,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2022,38,T049,8,0,8,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)"
2017,23,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,24,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,26,T094,4,0,4,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,28,T094,11,0,11,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,29,T094,9,0,9,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,30,T094,26,1,25,38.46153846153846,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,31,T094,3,1,2,333.3333333333333,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,32,T094,6,0,6,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,33,T094,3,0,3,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,34,T094,4,0,4,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,35,T094,3,0,3,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,37,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,38,T094,3,0,3,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,39,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,23,T094,11,0,11,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,24,T094,8,0,8,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,25,T094,6,0,6,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,26,T094,10,0,10,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,27,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,28,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,29,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,30,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,31,T094,6,0,6,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,32,T094,14,0,14,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,33,T094,13,0,13,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,34,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,35,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,36,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,37,T094,4,0,4,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,38,T094,5,0,5,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2018,39,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,23,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,24,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,25,T094,5,0,5,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,26,T094,7,0,7,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,27,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,28,T094,5,0,5,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,29,T094,4,0,4,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,30,T094,3,0,3,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,32,T094,8,0,8,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,33,T094,3,0,3,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,34,T094,8,0,8,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,35,T094,13,0,13,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,36,T094,29,1,28,34.48275862068966,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,37,T094,9,0,9,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,38,T094,14,0,14,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2019,39,T094,7,0,7,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,24,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,25,T094,5,0,5,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,26,T094,4,0,4,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,27,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,28,T094,13,0,13,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,29,T094,16,0,16,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,30,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,31,T094,5,0,5,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,32,T094,6,0,6,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,33,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,34,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,35,T094,7,0,7,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,36,T094,12,0,12,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,37,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2020,38,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,23,T094,6,0,6,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,24,T094,3,0,3,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,25,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,26,T094,1,0,1,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,27,T094,36,1,35,27.77777777777778,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,28,T094,32,0,32,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,29,T094,6,0,6,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,30,T094,6,0,6,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,31,T094,23,0,23,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,32,T094,7,1,6,142.85714285714286,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,33,T094,78,2,76,25.64102564102564,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,34,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,35,T094,6,1,5,166.66666666666666,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,36,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,37,T094,18,0,18,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,38,T094,46,1,45,21.73913043478261,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2021,39,T094,9,0,9,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,23,T094,5,0,5,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,24,T094,2,0,2,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,25,T094,8,0,8,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,27,T094,5,0,5,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,28,T094,13,0,13,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,29,T094,26,1,25,38.46153846153846,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,31,T094,26,0,26,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,32,T094,7,0,7,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,33,T094,12,0,12,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,34,T094,13,0,13,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,35,T094,24,1,23,41.66666666666666,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,36,T094,25,0,25,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,37,T094,4,0,4,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,38,T094,11,0,11,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,39,T094,3,0,3,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2022,40,T094,31,0,31,0.0,41.7212875,-87.665235702,"(41.72128749967918, -87.66523570170051)"
2017,23,T159,7,0,7,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,24,T159,1,0,1,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,25,T159,4,0,4,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,26,T159,10,0,10,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,27,T159,20,0,20,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,28,T159,48,0,48,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,29,T159,35,0,35,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,30,T159,32,1,31,31.25,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,31,T159,35,1,34,28.571428571428573,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,32,T159,24,0,24,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,33,T159,46,0,46,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,34,T159,58,0,58,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,35,T159,40,0,40,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,36,T159,13,0,13,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,37,T159,12,0,12,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,38,T159,7,0,7,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2017,39,T159,7,0,7,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,23,T159,6,0,6,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,24,T159,5,0,5,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,25,T159,8,0,8,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,26,T159,12,0,12,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,27,T159,1,0,1,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,28,T159,39,0,39,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,29,T159,16,0,16,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,30,T159,26,1,25,38.46153846153846,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,31,T159,5,0,5,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,32,T159,23,0,23,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,33,T159,85,2,83,23.529411764705884,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,34,T159,17,0,17,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,35,T159,9,0,9,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,36,T159,10,0,10,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,37,T159,3,0,3,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,38,T159,11,0,11,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2018,39,T159,1,0,1,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,23,T159,7,0,7,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,24,T159,5,0,5,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,25,T159,17,0,17,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,26,T159,15,0,15,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,27,T159,6,0,6,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,28,T159,13,0,13,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,29,T159,6,0,6,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,30,T159,6,0,6,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
2019,31,T159,8,0,8,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)"
